supplier,solar_farm,costs
a_71,b_13,11790
a_72,b_13,2225
a_73,b_13,11054
a_74,b_13,10124
a_75,b_13,7678
a_76,b_13,11659
a_77,b_13,3967
a_78,b_13,3243
a_79,b_13,11091
a_80,b_13,9002
a_81,b_13,1401
a_82,b_13,5056
a_83,b_13,10072
a_84,b_13,3233
a_85,b_13,8440
a_86,b_13,3467
a_87,b_13,5285
a_88,b_13,8010
a_89,b_13,3060
a_90,b_13,10029
a_91,b_13,6939
a_92,b_13,11104
a_93,b_13,1246
a_94,b_13,11589
a_95,b_13,3074
a_96,b_13,1707
a_97,b_13,4793
a_98,b_13,2247
a_99,b_13,3652
a_100,b_13,7615
a_1,b_14,11397
a_2,b_14,7662
a_3,b_14,10238
a_4,b_14,2908
a_5,b_14,3800
a_6,b_14,11211
a_7,b_14,4658
a_8,b_14,10948
a_9,b_14,9158
a_10,b_14,2214
a_11,b_14,11677
a_12,b_14,4952
a_13,b_14,4574
a_14,b_14,9905
a_15,b_14,2218
a_16,b_14,9612
a_17,b_14,5211
a_18,b_14,2604
a_19,b_14,9724
a_20,b_14,3879
a_21,b_14,5204
a_22,b_14,9791
a_23,b_14,10619
a_24,b_14,2862
a_25,b_14,3399
a_26,b_14,4813
a_27,b_14,9989
a_28,b_14,6936
a_29,b_14,8334
a_30,b_14,3075
a_31,b_14,8391
a_32,b_14,3129
a_33,b_14,7508
a_34,b_14,11334
a_35,b_14,11669
a_36,b_14,4375
a_37,b_14,5124
a_38,b_14,9359
a_39,b_14,8217
a_40,b_14,5310
a_41,b_14,6268
a_42,b_14,8415
a_43,b_14,6442
a_44,b_14,2126
a_45,b_14,2250
a_46,b_14,6068
a_47,b_14,1265
a_48,b_14,6305
a_49,b_14,6038
a_50,b_14,2742
a_51,b_14,6861
a_52,b_14,7684
a_53,b_14,8584
a_54,b_14,5235
a_55,b_14,5868
a_56,b_14,9778
a_57,b_14,2380
a_58,b_14,9712
a_59,b_14,9519
a_60,b_14,3818
a_61,b_14,7570
a_62,b_14,2524
a_63,b_14,9268
a_64,b_14,2558
a_65,b_14,3085
a_66,b_14,2874
a_67,b_14,9437
a_68,b_14,8417
a_69,b_14,9433
a_70,b_14,6698
a_71,b_14,9961
a_72,b_14,2631
a_73,b_14,9285
a_74,b_14,5693
a_75,b_14,10672
a_76,b_14,6459
a_77,b_14,11458
a_78,b_14,11229
a_79,b_14,3574
a_80,b_14,7443
a_81,b_14,10227
a_82,b_14,7854
a_83,b_14,9408
a_84,b_14,1444
a_85,b_14,11040
a_86,b_14,8903
a_87,b_14,6904
a_88,b_14,7710
a_89,b_14,5742
a_90,b_14,8277
a_91,b_14,3836
a_92,b_14,4551
a_93,b_14,2321
a_94,b_14,8639
a_95,b_14,8787
a_96,b_14,10979
a_97,b_14,6858
a_98,b_14,5843
a_99,b_14,8601
a_100,b_14,9812
a_1,b_15,6926
a_2,b_15,5670
a_3,b_15,3969
a_4,b_15,4274
a_5,b_15,3536
a_6,b_15,5781
a_7,b_15,4902
a_8,b_15,11062
a_9,b_15,8233
a_10,b_15,5496
a_11,b_15,2404
a_12,b_15,11857
a_13,b_15,11795
a_14,b_15,7286
a_15,b_15,10792
a_16,b_15,10885
a_17,b_15,1938
a_18,b_15,3027
a_19,b_15,4550
a_20,b_15,10775
a_21,b_15,7270
a_22,b_15,6895
a_23,b_15,1836
a_24,b_15,10555
a_25,b_15,3654
a_26,b_15,5355
a_27,b_15,8643
a_28,b_15,5754
a_29,b_15,4046
a_30,b_15,9266
a_31,b_15,7116
a_32,b_15,1666
a_33,b_15,10707
a_34,b_15,8508
a_35,b_15,5384
a_36,b_15,6986
a_37,b_15,7493
a_38,b_15,6585
a_39,b_15,2012
a_40,b_15,4247
a_41,b_15,8590
a_42,b_15,5575
a_43,b_15,9408
a_44,b_15,11845
a_45,b_15,6633
a_46,b_15,8593
a_47,b_15,11824
a_48,b_15,4651
a_49,b_15,8643
a_50,b_15,2412
a_51,b_15,10251
a_52,b_15,4652
a_53,b_15,8111
a_54,b_15,10673
a_55,b_15,2415
a_56,b_15,9911
a_57,b_15,3171
a_58,b_15,11951
a_59,b_15,2562
a_60,b_15,5658
a_61,b_15,10216
a_62,b_15,8709
a_63,b_15,11358
a_64,b_15,6962
a_65,b_15,6103
a_66,b_15,10958
a_67,b_15,1716
a_68,b_15,9640
a_69,b_15,9097
a_70,b_15,1287
a_71,b_15,5803
a_72,b_15,2373
a_73,b_15,10658
a_74,b_15,8287
a_75,b_15,1749
a_76,b_15,1197
a_77,b_15,1330
a_78,b_15,8733
a_79,b_15,4670
a_80,b_15,3065
a_81,b_15,5582
a_82,b_15,4483
a_83,b_15,2417
a_84,b_15,11230
a_85,b_15,10042
a_86,b_15,1555
a_87,b_15,10713
a_88,b_15,2814
a_89,b_15,5583
a_90,b_15,11041
a_91,b_15,7380
a_92,b_15,7957
a_93,b_15,3710
a_94,b_15,1945
a_95,b_15,3067
a_96,b_15,8313
a_97,b_15,2352
a_98,b_15,10983
a_99,b_15,9155
a_100,b_15,2868
a_1,b_16,1386
a_2,b_16,6315
a_3,b_16,1883
a_4,b_16,11035
a_5,b_16,1101
a_6,b_16,10399
a_7,b_16,9990
a_8,b_16,8015
a_9,b_16,4507
a_10,b_16,2930
a_11,b_16,11210
a_12,b_16,8076
a_13,b_16,2176
a_14,b_16,4893
a_15,b_16,3851
a_16,b_16,2472
a_17,b_16,2419
a_18,b_16,3633
a_19,b_16,5877
a_20,b_16,11271
a_21,b_16,6215
a_22,b_16,1196
a_23,b_16,9047
a_24,b_16,3749
a_25,b_16,10196
a_26,b_16,6958
a_27,b_16,8047
a_28,b_16,1872
a_29,b_16,6961
a_30,b_16,10632
a_31,b_16,7464
a_32,b_16,5699
a_33,b_16,1116
a_34,b_16,4518
a_35,b_16,4689
a_36,b_16,1760
a_37,b_16,1256
a_38,b_16,2851
a_39,b_16,2528
a_40,b_16,6085
a_41,b_16,5306
a_42,b_16,7373
a_43,b_16,9808
a_44,b_16,11409
a_45,b_16,1787
a_46,b_16,9081
a_47,b_16,9130
a_48,b_16,4527
a_49,b_16,11667
a_50,b_16,2767
a_51,b_16,1084
a_52,b_16,3381
a_53,b_16,4792
a_54,b_16,8107
a_55,b_16,3342
a_56,b_16,5516
a_57,b_16,8015
a_58,b_16,5997
a_59,b_16,10095
a_60,b_16,6380
a_61,b_16,2775
a_62,b_16,4920
a_63,b_16,4555
a_64,b_16,1875
a_65,b_16,1970
a_66,b_16,10589
a_67,b_16,10723
a_68,b_16,11363
a_69,b_16,11086
a_70,b_16,9037
a_71,b_16,10112
a_72,b_16,2871
a_73,b_16,3986
a_74,b_16,6966
a_75,b_16,7437
a_76,b_16,10676
a_77,b_16,2776
a_78,b_16,4988
a_79,b_16,4741
a_80,b_16,7065
a_81,b_16,8546
a_82,b_16,7952
a_83,b_16,6590
a_84,b_16,8131
a_85,b_16,6152
a_86,b_16,2074
a_87,b_16,4081
a_88,b_16,8446
a_89,b_16,4771
a_90,b_16,11917
a_91,b_16,10811
a_92,b_16,2704
a_93,b_16,7818
a_94,b_16,8877
a_95,b_16,3938
a_96,b_16,10133
a_97,b_16,3425
a_98,b_16,10427
a_99,b_16,2810
a_100,b_16,10598
a_1,b_17,7430
a_2,b_17,7411
a_3,b_17,2044
a_4,b_17,1116
a_5,b_17,9442
a_6,b_17,8427
a_7,b_17,9092
a_8,b_17,10169
a_9,b_17,8240
a_10,b_17,7105
a_11,b_17,10554
a_12,b_17,8851
a_13,b_17,11470
a_14,b_17,3726
a_15,b_17,9585
a_16,b_17,4078
a_17,b_17,11519
a_18,b_17,7467
a_19,b_17,10695
a_20,b_17,7940
a_21,b_17,11173
a_22,b_17,8431
a_23,b_17,8112
a_24,b_17,9111
a_25,b_17,5723
a_26,b_17,3814
a_27,b_17,8194
a_28,b_17,8778
a_29,b_17,11155
a_30,b_17,6569
a_31,b_17,3939
a_32,b_17,1607
a_33,b_17,8810
a_34,b_17,2404
a_35,b_17,8982
a_36,b_17,1991
a_37,b_17,4959
a_38,b_17,2717
a_39,b_17,3099
a_40,b_17,5277
a_41,b_17,4614
a_42,b_17,11607
a_43,b_17,4493
a_44,b_17,1780
a_45,b_17,6485
a_46,b_17,6741
a_47,b_17,4001
a_48,b_17,3368
a_49,b_17,7409
a_50,b_17,4627
a_51,b_17,6327
a_52,b_17,8605
a_53,b_17,2304
a_54,b_17,5053
a_55,b_17,1413
a_56,b_17,6551
a_57,b_17,4949
a_58,b_17,11104
a_59,b_17,2255
a_60,b_17,3464
a_61,b_17,6705
a_62,b_17,8246
a_63,b_17,6627
a_64,b_17,9755
a_65,b_17,7507
a_66,b_17,5933
a_67,b_17,6042
a_68,b_17,2340
a_69,b_17,9518
a_70,b_17,4578
a_71,b_17,9280
a_72,b_17,8927
a_73,b_17,7923
a_74,b_17,5032
a_75,b_17,8166
a_76,b_17,2537
a_77,b_17,11598
a_78,b_17,2652
a_79,b_17,8811
a_80,b_17,4549
a_81,b_17,8209
a_82,b_17,1365
a_83,b_17,1163
a_84,b_17,3452
a_85,b_17,7801
a_86,b_17,5016
a_87,b_17,1300
a_88,b_17,11963
a_89,b_17,9931
a_90,b_17,5047
a_91,b_17,2661
a_92,b_17,5838
a_93,b_17,8404
a_94,b_17,7120
a_95,b_17,2547
a_96,b_17,8102
a_97,b_17,1909
a_98,b_17,8249
a_99,b_17,6402
a_100,b_17,4287
a_1,b_18,10951
a_2,b_18,8950
a_3,b_18,11976
a_4,b_18,5668
a_5,b_18,7174
a_6,b_18,9319
a_7,b_18,3288
a_8,b_18,9261
a_9,b_18,8872
a_10,b_18,3692
a_11,b_18,6695
a_12,b_18,2382
a_13,b_18,5443
a_14,b_18,1349
a_15,b_18,1802
a_16,b_18,1124
a_17,b_18,8415
a_18,b_18,10184
a_19,b_18,9115
a_20,b_18,11657
a_21,b_18,11713
a_22,b_18,7139
a_23,b_18,11688
a_24,b_18,2334
a_25,b_18,11172
a_26,b_18,1527
a_27,b_18,9831
a_28,b_18,11609
a_29,b_18,4033
a_30,b_18,3489
a_31,b_18,1340
a_32,b_18,6670
a_33,b_18,5838
a_34,b_18,9028
a_35,b_18,1094
a_36,b_18,1743
a_37,b_18,2618
a_38,b_18,2913
a_39,b_18,10740
a_40,b_18,3173
a_41,b_18,9853
a_42,b_18,5777
a_43,b_18,6634
a_44,b_18,7213
a_45,b_18,2314
a_46,b_18,10206
a_47,b_18,8270
a_48,b_18,1356
a_49,b_18,8244
a_50,b_18,4653
a_51,b_18,1922
a_52,b_18,10195
a_53,b_18,3196
a_54,b_18,10830
a_55,b_18,11329
a_56,b_18,8601
a_57,b_18,9016
a_58,b_18,11032
a_59,b_18,3134
a_60,b_18,7646
a_61,b_18,6482
a_62,b_18,7666
a_63,b_18,2245
a_64,b_18,2447
a_65,b_18,8239
a_66,b_18,11575
a_67,b_18,7213
a_68,b_18,8082
a_69,b_18,11551
a_70,b_18,9703
a_71,b_18,7048
a_72,b_18,6580
a_73,b_18,5743
a_74,b_18,7626
a_75,b_18,9145
a_76,b_18,8282
a_77,b_18,1375
a_78,b_18,1911
a_79,b_18,5647
a_80,b_18,10388
a_81,b_18,4332
a_82,b_18,4879
a_83,b_18,11306
a_84,b_18,3694
a_85,b_18,6784
a_86,b_18,4232
a_87,b_18,5830
a_88,b_18,7850
a_89,b_18,3318
a_90,b_18,2597
a_91,b_18,7061
a_92,b_18,4451
a_93,b_18,7042
a_94,b_18,6670
a_95,b_18,7969
a_96,b_18,11810
a_97,b_18,4343
a_98,b_18,7951
a_99,b_18,9826
a_100,b_18,10882
a_1,b_19,1578
a_2,b_19,4603
a_3,b_19,8383
a_4,b_19,1941
a_5,b_19,2063
a_6,b_19,5737
a_7,b_19,7272
a_8,b_19,6978
a_9,b_19,4884
a_10,b_19,4382
a_11,b_19,8479
a_12,b_19,8581
a_13,b_19,7948
a_14,b_19,3344
a_15,b_19,10872
a_16,b_19,3840
a_17,b_19,7413
a_18,b_19,1074
a_19,b_19,11575
a_20,b_19,1659
a_21,b_19,11668
a_22,b_19,9787
a_23,b_19,11811
a_24,b_19,7802
a_25,b_19,4308
a_26,b_19,11925
a_27,b_19,11743
a_28,b_19,8314
a_29,b_19,11134
a_30,b_19,9578
a_31,b_19,2875
a_32,b_19,5296
a_33,b_19,2829
a_34,b_19,3519
a_35,b_19,3634
a_36,b_19,2076
a_37,b_19,6870
a_38,b_19,4021
a_39,b_19,11270
a_40,b_19,2777
a_41,b_19,11081
a_42,b_19,11009
a_43,b_19,11670
a_44,b_19,6080
a_45,b_19,5880
a_46,b_19,1881
a_47,b_19,5144
a_48,b_19,1737
a_49,b_19,9952
a_50,b_19,6338
a_51,b_19,1931
a_52,b_19,8627
a_53,b_19,9261
a_54,b_19,4894
a_55,b_19,9465
a_56,b_19,9945
a_57,b_19,5597
a_58,b_19,9940
a_59,b_19,6138
a_60,b_19,4948
a_61,b_19,11480
a_62,b_19,11474
a_63,b_19,5350
a_64,b_19,9882
a_65,b_19,4862
a_66,b_19,5136
a_67,b_19,3937
a_68,b_19,10562
a_69,b_19,8011
a_70,b_19,11522
a_71,b_19,7768
a_72,b_19,7168
a_73,b_19,4914
a_74,b_19,5866
a_75,b_19,8917
a_76,b_19,5761
a_77,b_19,7248
a_78,b_19,8463
a_79,b_19,10005
a_80,b_19,11732
a_81,b_19,1617
a_82,b_19,5596
a_83,b_19,3984
a_84,b_19,4220
a_85,b_19,2783
a_86,b_19,4252
a_87,b_19,6888
a_88,b_19,6829
a_89,b_19,5536
a_90,b_19,9863
a_91,b_19,6221
a_92,b_19,8708
a_93,b_19,3934
a_94,b_19,9370
a_95,b_19,11122
a_96,b_19,8075
a_97,b_19,4587
a_98,b_19,1075
a_99,b_19,7837
a_100,b_19,3541
a_1,b_20,6359
a_2,b_20,10763
a_3,b_20,7231
a_4,b_20,5201
a_5,b_20,6529
a_6,b_20,1063
a_7,b_20,11768
a_8,b_20,8197
a_9,b_20,6995
a_10,b_20,4317
a_11,b_20,4202
a_12,b_20,6860
a_13,b_20,5570
a_14,b_20,10553
a_15,b_20,1669
a_16,b_20,6990
a_17,b_20,11268
a_18,b_20,9307
a_19,b_20,4149
a_20,b_20,1370
a_21,b_20,9865
a_22,b_20,10148
a_23,b_20,2738
a_24,b_20,4964
a_25,b_20,6068
a_26,b_20,3815
a_27,b_20,4326
a_28,b_20,2432
a_29,b_20,5362
a_30,b_20,1987
a_31,b_20,7719
a_32,b_20,9054
a_33,b_20,2500
a_34,b_20,5661
a_35,b_20,6801
a_36,b_20,9508
a_37,b_20,7892
a_38,b_20,11890
a_39,b_20,3051
a_40,b_20,6751
a_41,b_20,6220
a_42,b_20,7678
a_43,b_20,3422
a_44,b_20,11292
a_45,b_20,9286
a_46,b_20,2407
a_47,b_20,10552
a_48,b_20,11064
a_49,b_20,8788
a_50,b_20,1680
a_51,b_20,7504
a_52,b_20,9151
a_53,b_20,1854
a_54,b_20,8745
a_55,b_20,10704
a_56,b_20,9749
a_57,b_20,6510
a_58,b_20,6454
a_59,b_20,11428
a_60,b_20,3479
a_61,b_20,11713
a_62,b_20,10666
a_63,b_20,3632
a_64,b_20,8820
a_65,b_20,9984
a_66,b_20,4266
a_67,b_20,5888
a_68,b_20,7458
a_69,b_20,4693
a_70,b_20,11438
a_71,b_20,1125
a_72,b_20,1986
a_73,b_20,9711
a_74,b_20,9135
a_75,b_20,10912
a_76,b_20,2991
a_77,b_20,9756
a_78,b_20,3358
a_79,b_20,3799
a_80,b_20,4062
a_81,b_20,1289
a_82,b_20,10529
a_83,b_20,2966
a_84,b_20,10900
a_85,b_20,4038
a_86,b_20,7451
a_87,b_20,10154
a_88,b_20,1982
a_89,b_20,9034
a_90,b_20,3717
a_91,b_20,11044
a_92,b_20,2960
a_93,b_20,4206
a_94,b_20,9193
a_95,b_20,5776
a_96,b_20,5297
a_97,b_20,11989
a_98,b_20,6241
a_99,b_20,2926
a_100,b_20,8037
a_1,b_21,2105
a_2,b_21,5723
a_3,b_21,3744
a_4,b_21,5892
a_5,b_21,2257
a_6,b_21,8047
a_7,b_21,5151
a_8,b_21,10361
a_9,b_21,8496
a_10,b_21,3119
a_11,b_21,3809
a_12,b_21,3684
a_13,b_21,2274
a_14,b_21,5688
a_15,b_21,10778
a_16,b_21,8191
a_17,b_21,2170
a_18,b_21,8852
a_19,b_21,10061
a_20,b_21,3834
a_21,b_21,2015
a_22,b_21,8751
a_23,b_21,2342
a_24,b_21,10531
a_25,b_21,1870
a_26,b_21,3462
a_27,b_21,3030
a_28,b_21,9076
a_29,b_21,4590
a_30,b_21,11099
a_31,b_21,11068
a_32,b_21,1705
a_33,b_21,1168
a_34,b_21,1650
a_35,b_21,6051
a_36,b_21,3957
a_37,b_21,6705
a_38,b_21,6958
a_39,b_21,5864
a_40,b_21,4512
a_41,b_21,3490
a_42,b_21,10674
a_43,b_21,5758
a_44,b_21,1515
a_45,b_21,8307
a_46,b_21,9992
a_47,b_21,11350
a_48,b_21,7270
a_49,b_21,5748
a_50,b_21,7322
a_51,b_21,3262
a_52,b_21,1199
a_53,b_21,6121
a_54,b_21,3377
a_55,b_21,11493
a_56,b_21,2026
a_57,b_21,1482
a_58,b_21,11925
a_59,b_21,8592
a_60,b_21,1026
a_61,b_21,4880
a_62,b_21,5121
a_63,b_21,5306
a_64,b_21,1691
a_65,b_21,1746
a_66,b_21,5933
a_67,b_21,3539
a_68,b_21,9058
a_69,b_21,11615
a_70,b_21,3765
a_71,b_21,1643
a_72,b_21,8925
a_73,b_21,4763
a_74,b_21,7932
a_75,b_21,5226
a_76,b_21,7536
a_77,b_21,2654
a_78,b_21,7450
a_79,b_21,2090
a_80,b_21,9798
a_81,b_21,3821
a_82,b_21,1979
a_83,b_21,3115
a_84,b_21,11915
a_85,b_21,4272
a_86,b_21,11279
a_87,b_21,11306
a_88,b_21,9458
a_89,b_21,7260
a_90,b_21,2739
a_91,b_21,8899
a_92,b_21,2519
a_93,b_21,2313
a_94,b_21,2357
a_95,b_21,6157
a_96,b_21,10142
a_97,b_21,9335
a_98,b_21,6105
a_99,b_21,2799
a_100,b_21,9992
a_1,b_22,10497
a_2,b_22,5428
a_3,b_22,6520
a_4,b_22,7557
a_5,b_22,9974
a_6,b_22,3209
a_7,b_22,11343
a_8,b_22,8053
a_9,b_22,11213
a_10,b_22,10770
a_11,b_22,10332
a_12,b_22,5742
a_13,b_22,10042
a_14,b_22,2697
a_15,b_22,8774
a_16,b_22,9555
a_17,b_22,10505
a_18,b_22,1248
a_19,b_22,11827
a_20,b_22,11034
a_21,b_22,6001
a_22,b_22,7962
a_23,b_22,5440
a_24,b_22,5400
a_25,b_22,2116
a_26,b_22,2938
a_27,b_22,1097
a_28,b_22,5672
a_29,b_22,1639
a_30,b_22,5187
a_31,b_22,7088
a_32,b_22,9601
a_33,b_22,5468
a_34,b_22,9739
a_35,b_22,3810
a_36,b_22,6666
a_37,b_22,10006
a_38,b_22,6416
a_39,b_22,6906
a_40,b_22,1158
a_41,b_22,9213
a_42,b_22,10717
a_43,b_22,3470
a_44,b_22,5289
a_45,b_22,10736
a_46,b_22,2463
a_47,b_22,11184
a_48,b_22,10834
a_49,b_22,8209
a_50,b_22,3626
a_51,b_22,2192
a_52,b_22,10861
a_53,b_22,8065
a_54,b_22,6784
a_55,b_22,10694
a_56,b_22,7991
a_57,b_22,7973
a_58,b_22,11213
a_59,b_22,4527
a_60,b_22,1290
a_61,b_22,3957
a_62,b_22,5296
a_63,b_22,2928
a_64,b_22,11900
a_65,b_22,2838
a_66,b_22,1578
a_67,b_22,2823
a_68,b_22,1669
a_69,b_22,3950
a_70,b_22,5442
a_71,b_22,1666
a_72,b_22,1089
a_73,b_22,9688
a_74,b_22,4661
a_75,b_22,2776
a_76,b_22,1469
a_77,b_22,7332
a_78,b_22,10842
a_79,b_22,3663
a_80,b_22,5182
a_81,b_22,7506
a_82,b_22,4072
a_83,b_22,9849
a_84,b_22,5916
a_85,b_22,4497
a_86,b_22,8482
a_87,b_22,5222
a_88,b_22,5870
a_89,b_22,11543
a_90,b_22,7559
a_91,b_22,9175
a_92,b_22,9226
a_93,b_22,6407
a_94,b_22,2412
a_95,b_22,1506
a_96,b_22,9670
a_97,b_22,3511
a_98,b_22,2585
a_99,b_22,10842
a_100,b_22,11562
a_1,b_23,3338
a_2,b_23,7458
a_3,b_23,4118
a_4,b_23,4975
a_5,b_23,3333
a_6,b_23,2001
a_7,b_23,9162
a_8,b_23,11705
a_9,b_23,6152
a_10,b_23,6275
a_11,b_23,10177
a_12,b_23,6204
a_13,b_23,6589
a_14,b_23,2754
a_15,b_23,9220
a_16,b_23,3811
a_17,b_23,10625
a_18,b_23,4740
a_19,b_23,8040
a_20,b_23,5062
a_21,b_23,8251
a_22,b_23,11792
a_23,b_23,2381
a_24,b_23,8824
a_25,b_23,5733
a_26,b_23,3108
a_27,b_23,7717
a_28,b_23,3505
a_29,b_23,5540
a_30,b_23,6974
a_31,b_23,4892
a_32,b_23,2575
a_33,b_23,8775
a_34,b_23,2922
a_35,b_23,4411
a_36,b_23,10357
a_37,b_23,1896
a_38,b_23,1273
a_39,b_23,5881
a_40,b_23,2561
a_41,b_23,10906
a_42,b_23,5666
a_43,b_23,5518
a_44,b_23,1473
a_45,b_23,11591
a_46,b_23,1957
a_47,b_23,8143
a_48,b_23,7703
a_49,b_23,3869
a_50,b_23,10680
a_51,b_23,4755
a_52,b_23,10388
a_53,b_23,4658
a_54,b_23,10713
a_55,b_23,1736
a_56,b_23,10739
a_57,b_23,3316
a_58,b_23,10248
a_59,b_23,6433
a_60,b_23,1367
a_61,b_23,9613
a_62,b_23,2613
a_63,b_23,7792
a_64,b_23,2821
a_65,b_23,8724
a_66,b_23,11714
a_67,b_23,10924
a_68,b_23,10583
a_69,b_23,5580
a_70,b_23,3313
a_71,b_23,6477
a_72,b_23,9132
a_73,b_23,5882
a_74,b_23,7584
a_75,b_23,10751
a_76,b_23,4629
a_77,b_23,6397
a_78,b_23,9316
a_79,b_23,9627
a_80,b_23,1179
a_81,b_23,9665
a_82,b_23,8535
a_83,b_23,3485
a_84,b_23,4155
a_85,b_23,1548
a_86,b_23,11533
a_87,b_23,4173
a_88,b_23,9531
a_89,b_23,7420
a_90,b_23,4220
a_91,b_23,1513
a_92,b_23,5596
a_93,b_23,2664
a_94,b_23,6478
a_95,b_23,5066
a_96,b_23,8321
a_97,b_23,5697
a_98,b_23,11955
a_99,b_23,2171
a_100,b_23,7245
a_1,b_24,10134
a_2,b_24,9777
a_3,b_24,6923
a_4,b_24,6241
a_5,b_24,2910
a_6,b_24,6996
a_7,b_24,8877
a_8,b_24,5999
a_9,b_24,4123
a_10,b_24,6493
a_11,b_24,4278
a_12,b_24,2079
a_13,b_24,1874
a_14,b_24,1618
a_15,b_24,3549
a_16,b_24,1820
a_17,b_24,11856
a_18,b_24,9729
a_19,b_24,11536
a_20,b_24,10924
a_21,b_24,4412
a_22,b_24,9435
a_23,b_24,1584
a_24,b_24,5997
a_25,b_24,8381
a_26,b_24,4601
a_27,b_24,6303
a_28,b_24,1098
a_29,b_24,8541
a_30,b_24,7332
a_31,b_24,9043
a_32,b_24,2029
a_33,b_24,4662
a_34,b_24,3935
a_35,b_24,11572
a_36,b_24,11463
a_37,b_24,5206
a_38,b_24,10572
a_39,b_24,3340
a_40,b_24,10597
a_41,b_24,7895
a_42,b_24,7217
a_43,b_24,10086
a_44,b_24,4400
a_45,b_24,1749
a_46,b_24,4769
a_47,b_24,3930
a_48,b_24,6460
a_49,b_24,1409
a_50,b_24,3803
a_51,b_24,4534
a_52,b_24,6232
a_53,b_24,3759
a_54,b_24,11727
a_55,b_24,11861
a_56,b_24,10344
a_57,b_24,5150
a_58,b_24,9305
a_59,b_24,6757
a_60,b_24,10440
a_61,b_24,9688
a_62,b_24,8919
a_63,b_24,2652
a_64,b_24,6249
a_65,b_24,10670
a_66,b_24,9338
a_67,b_24,11404
a_68,b_24,11113
a_69,b_24,11048
a_70,b_24,10779
a_71,b_24,1790
a_72,b_24,1631
a_73,b_24,8342
a_74,b_24,7796
a_75,b_24,2007
a_76,b_24,1112
a_77,b_24,7700
a_78,b_24,7680
a_79,b_24,3113
a_80,b_24,11532
a_81,b_24,3011
a_82,b_24,9645
a_83,b_24,10512
a_84,b_24,8387
a_85,b_24,11745
a_86,b_24,3814
a_87,b_24,11638
a_88,b_24,11601
a_89,b_24,9218
a_90,b_24,8885
a_91,b_24,11032
a_92,b_24,4694
a_93,b_24,1436
a_94,b_24,11838
a_95,b_24,1584
a_96,b_24,3095
a_97,b_24,5089
a_98,b_24,3487
a_99,b_24,2251
a_100,b_24,1651
a_1,b_25,11769
a_2,b_25,7396
a_3,b_25,1685
a_4,b_25,2686
a_5,b_25,1706
a_6,b_25,6367
a_7,b_25,5036
a_8,b_25,9131
a_9,b_25,3513
a_10,b_25,3516
a_11,b_25,3820
a_12,b_25,8487
a_13,b_25,9424
a_14,b_25,1763
a_15,b_25,7538
a_16,b_25,9457
a_17,b_25,10154
a_18,b_25,6690
a_19,b_25,3697
a_20,b_25,10648
a_21,b_25,2017
a_22,b_25,11898
a_23,b_25,3760
a_24,b_25,3469
a_25,b_25,1442
a_26,b_25,5718
a_27,b_25,3758
a_28,b_25,2685
a_29,b_25,7019
a_30,b_25,4306
a_31,b_25,2365
a_32,b_25,8955
a_33,b_25,5534
a_34,b_25,1554
a_35,b_25,3464
a_36,b_25,8082
a_37,b_25,2734
a_38,b_25,7530
a_39,b_25,4424
a_40,b_25,9350
a_41,b_25,5324
a_42,b_25,3451
a_43,b_25,8552
a_44,b_25,6614
a_45,b_25,5896
a_46,b_25,5147
a_47,b_25,4572
a_48,b_25,2199
a_49,b_25,9865
a_50,b_25,6951
a_51,b_25,3577
a_52,b_25,7631
a_53,b_25,6760
a_54,b_25,11657
a_55,b_25,5984
a_56,b_25,7230
a_57,b_25,7166
a_58,b_25,5597
a_59,b_25,10771
a_60,b_25,1329
a_61,b_25,11315
a_62,b_25,9442
a_63,b_25,11637
a_64,b_25,11173
a_65,b_25,7910
a_66,b_25,7205
a_67,b_25,8546
a_68,b_25,3344
a_69,b_25,5322
a_70,b_25,7484
a_71,b_25,8055
a_72,b_25,8303
a_73,b_25,1620
a_74,b_25,6113
a_75,b_25,2994
a_76,b_25,1365
a_77,b_25,2929
a_78,b_25,7288
a_79,b_25,1226
a_80,b_25,8010
a_81,b_25,4773
a_82,b_25,11558
a_83,b_25,8477
a_84,b_25,3178
a_85,b_25,2214
a_86,b_25,3193
a_87,b_25,2513
a_88,b_25,11626
a_89,b_25,7586
a_90,b_25,2680
a_91,b_25,6187
a_92,b_25,4635
a_93,b_25,4577
a_94,b_25,4411
a_95,b_25,1923
a_96,b_25,1063
a_97,b_25,1177
a_98,b_25,7620
a_99,b_25,5753
a_100,b_25,7941
a_1,b_26,5964
a_2,b_26,7497
a_3,b_26,7868
a_4,b_26,7400
a_5,b_26,6274
a_6,b_26,7519
a_7,b_26,7561
a_8,b_26,7881
a_9,b_26,7796
a_10,b_26,5218
a_11,b_26,2215
a_12,b_26,11077
a_13,b_26,7291
a_14,b_26,10077
a_15,b_26,2895
a_16,b_26,5810
a_17,b_26,6290
a_18,b_26,1228
a_19,b_26,1469
a_20,b_26,9582
a_21,b_26,2969
a_22,b_26,9093
a_23,b_26,8527
a_24,b_26,10219
a_25,b_26,6602
a_26,b_26,9385
a_27,b_26,5048
a_28,b_26,10299
a_29,b_26,1173
a_30,b_26,7351
a_31,b_26,3812
a_32,b_26,8421
a_33,b_26,8507
a_34,b_26,2572
a_35,b_26,9625
a_36,b_26,6190
a_37,b_26,1851
a_38,b_26,3981
a_39,b_26,6960
a_40,b_26,3439
a_41,b_26,3981
